,PMID,Chemical
13982,25033065,iodine radioisotopes)
13982,25033065,radiopharmaceuticals)
13983,24784317,"foxp3 protein, human)"
13983,24784317,forkhead transcription factors)
13984,25283079,"biomarkers, tumor)"
13984,25283079,ki-67 antigen)
13984,25283079,"mdk protein, human)"
13984,25283079,nerve growth factors)
13984,25283079,"rela protein, human)"
13984,25283079,transcription factor rela)
13984,25283079,midkine)
13984,25283079,"goiter, multinodular 2"
13986,25322356,antithyroid agents)
13986,25322356,propranolol)
13986,25322356,potassium)
13987,26163757,biomarkers)
13992,24456429,antithyroid agents)
13993,25615025,ctla-4 antigen)
13993,25615025,"ctla4 protein, human)"
13994,24617953,glucocorticoids)
13994,24617953,methylprednisolone)
13995,25233152,micrornas)
13995,25233152,"rna, messenger)"
13995,25233152,tretinoin)
13996,24801540,biomarkers)
13996,24801540,interleukin-1beta)
13996,24801540,interleukin-6)
13996,24801540,tumor necrosis factor-alpha)
13996,24801540,"hypothyroidism, autoimmune"
13997,24628947,interleukin-4)
13999,24387527,iodine radioisotopes)
14000,24936736,iodine radioisotopes)
14000,24936736,radiopharmaceuticals)
14000,24936736,thyrotropin)
14000,24936736,sodium pertechnetate tc 99m)
14008,25210884,caveolin 1)
14008,25210884,iodide peroxidase)
14008,25210884,ec 1.6.3.
14009,26578206,interleukins)
14010,26287396,"receptors, thyrotropin)"
14010,26287396,insulin-like growth factor i)
14013,25019342,stat4 transcription factor)
14013,25019342,"stat4 protein, human)"
14014,24997818,iodine radioisotopes)
14014,24997818,triiodothyronine)
14014,24997818,sodium pertechnetate tc 99m)
14014,24997818,thyroxine)
14015,24751986,thy-1 antigens)
14016,24564787,interleukin-13)
14017,26593863,"receptors, calcitriol)"
14017,26593863,"vdr protein, human)"
14018,25968432,antithyroid agents)
14018,25968432,methimazole)
14022,25140995,antithyroid agents)
14022,25140995,methimazole)
14022,25140995,thyroxine)
14025,24694270,thyroid hormones)
14025,24694270,thyrotropin)
14026,26782485,hsp70 heat-shock proteins)
14027,26197855,antibodies)
14027,26197855,antithyroid agents)
14027,26197855,immunologic factors)
14027,26197855,"receptors, thyrotropin)"
14028,25344141,adrenal cortex hormones)
14028,25344141,"antibodies, monoclonal, humanized)"
14028,25344141,tocilizumab)
14030,25873777,collagen type 1)
14030,25873777,"mirn21 microrna, human)"
14030,25873777,micrornas)
14030,25873777,"rna, messenger)"
14030,25873777,"smad3 protein, human)"
14030,25873777,smad3 protein)
14030,25873777,transforming growth factor beta1)
14031,26176182,"adipoq protein, human)"
14031,26176182,adiponectin)
14031,26176182,antioxidants)
14031,26176182,ppar gamma)
14031,26176182,"receptors, thyrotropin)"
14032,26034078,autoantibodies)
14032,26034078,autoantigens)
14032,26034078,"adh1b protein, human)"
14032,26034078,alcohol dehydrogenase)
14032,26034078,ec 4.2.1.
14033,25847746,"immunoglobulins, thyroid-stimulating)"
14033,25847746,"receptors, thyrotropin)"
14033,25847746,thyrotropin-binding inhibitory immunoglobulin)
14034,25550791,interleukin-13)
14034,25550791,interleukin-5)
14035,26650844,autoantibodies)
14035,26650844,"immunoglobulins, thyroid-stimulating)"
14035,26650844,"receptors, thyrotropin)"
14035,26650844,thyroid hormones)
14035,26650844,thyroid stimulation-blocking antibody)
14035,26650844,thyrotropin-binding inhibitory immunoglobulin)
14036,25934725,adrenergic beta-antagonists)
14036,25934725,antithyroid agents)
14036,25934725,methimazole)
14036,25934725,propranolol)
14036,25934725,potassium)
14037,26373794,autoantibodies)
14037,26373794,"il37 protein, human)"
14037,26373794,interleukin-1)
14038,25738996,"fcrl1 protein, human)"
14038,25738996,"fcrl2 protein, human)"
14038,25738996,"fcrl4 protein, human)"
14038,25738996,membrane proteins)
14038,25738996,"receptors, cell surface)"
14038,25738996,"receptors, fc)"
14039,26599235,antioxidants)
14039,26599235,"rna, messenger)"
14039,26599235,reactive oxygen species)
14039,26599235,connective tissue growth factor)
14039,26599235,hydrogen peroxide)
14040,25916393,hla-g antigens)
14040,25916393,dna)
14041,25856215,"antibodies, monoclonal)"
14041,25856215,autoantibodies)
14041,25856215,"immunoglobulins, thyroid-stimulating)"
14041,25856215,protein subunits)
14041,25856215,"receptors, thyrotropin)"
14041,25856215,thyrotropin-binding inhibitory immunoglobulin)
14042,25384184,antithyroid agents)
14042,25384184,triiodothyronine)
14042,25384184,methimazole)
14042,25384184,propylthiouracil)
14042,25384184,thyroxine)
14043,24849934,"kcnj2 protein, human)"
14043,24849934,"potassium channels, inwardly rectifying)"
14044,23939238,anti-retroviral agents)
14044,23939238,autoantibodies)
14044,23939238,cytokines)
14045,25915725,"agrp protein, human)"
14045,25915725,agouti-related protein)
14045,25915725,calcium-binding proteins)
14045,25915725,dna-binding proteins)
14045,25915725,leptin)
14045,25915725,"nucb2 protein, human)"
14045,25915725,nerve tissue proteins)
14045,25915725,neuropeptide y)
14045,25915725,nucleobindins)
14045,25915725,orexins)
14045,25915725,triiodothyronine)
14045,25915725,thyrotropin)
14045,25915725,thyroxine)
14048,25900177,sulfhydryl compounds)
14048,25900177,ec 3.4.13.
14048,25900177,proline dipeptidase)
14049,24988501,biological factors)
14049,24988501,glucocorticoids)
14051,25309050,biomarkers)
14052,24549601,antithyroid agents)
14052,24549601,iodine radioisotopes)
14054,25750228,antithyroid agents)
14054,25750228,iodides)
14054,25750228,methimazole)
14054,25750228,propranolol)
14054,25750228,lugol's solution)
14055,25736545,biomarkers)
14055,25736545,"immunoglobulins, thyroid-stimulating)"
14057,24847752,antithyroid agents)
14057,24847752,methimazole)
14060,26059671,polyesters)
14060,26059671,polyglactin 910)
14064,25242258,autoantibodies)
14064,25242258,interleukin-6)
14064,25242258,interleukins)
14064,25242258,iodide peroxidase)
14064,25242258,interleukin-22)
14065,25176403,blood glucose)
14065,25176403,"cholesterol, hdl)"
14065,25176403,"cholesterol, ldl)"
14065,25176403,thyroid hormones)
14065,25176403,triglycerides)
14065,25176403,euthyroid goiter
14066,26256985,autoantibodies)
14066,26256985,"receptors, thyrotropin)"
14066,26256985,thyrotropin)
14067,25588771,biomarkers)
14067,25588771,glucocorticoids)
14067,25588771,"immunoglobulins, thyroid-stimulating)"
14067,25588771,"mirn224 microrna, human)"
14067,25588771,micrornas)
14067,25588771,thyrotropin-binding inhibitory immunoglobulin)
14067,25588771,dexamethasone)
14067,25588771,methylprednisolone)
14068,25159204,abietanes)
14068,25159204,"anti-inflammatory agents, non-steroidal)"
14068,25159204,antioxidants)
14068,25159204,ccaat-enhancer-binding proteins)
14068,25159204,chemokine ccl2)
14068,25159204,interleukin-6)
14068,25159204,interleukin-8)
14068,25159204,ppar gamma)
14068,25159204,"rna, messenger)"
14068,25159204,reactive oxygen species)
14068,25159204,tanshinone)
14069,24606088,cytokines)
14069,24606088,glucocorticoids)
14069,24606088,prednisone)
14069,24606088,methylprednisolone)
14070,24840811,"il1rn protein, human)"
14070,24840811,"il6 protein, human)"
14070,24840811,interleukin 1 receptor antagonist protein)
14070,24840811,interleukin-6)
14070,24840811,thyrotropin)
14070,24840811,ec 2.7.1.
14070,24840811,"akt1 protein, human)"
14070,24840811,proto-oncogene proteins c-akt)
14070,24840811,pten phosphohydrolase)
14070,24840811,"pten protein, human)"
14071,25216854,antithyroid agents)
14071,25216854,glucocorticoids)
14071,25216854,propylthiouracil)
14071,25216854,prednisolone)
14071,25216854,methylprednisolone)
14071,25216854,tubulointerstitial nephritis and uveitis
14072,24990808,"mirn125 microrna, human)"
14072,24990808,micrornas)
14072,24990808,rna precursors)
14073,24872497,vitamin d)
14074,26099577,thyroglobulin)
14075,24974055,biomarkers)
14075,24974055,hla-dr antigens)
14075,24974055,intercellular adhesion molecule-1)
14078,25292005,potassium iodide)
14079,26361263,glucocorticoids)
14079,26361263,rituximab)
14080,26111962,antithyroid agents)
14080,26111962,imidazoles)
14081,24798189,dna-binding proteins)
14081,24798189,intracellular signaling peptides and proteins)
14081,24798189,nuclear proteins)
14081,24798189,"tnfaip3 protein, human)"
14081,24798189,tumor necrosis factor alpha-induced protein 3)
14083,24013991,autoantibodies)
14083,24013991,"receptors, thyrotropin)"
14084,27666921,antithyroid agents)
14084,27666921,cardiotonic agents)
14084,27666921,iodine radioisotopes)
14084,27666921,carbimazole)
14085,25708657,"foxp3 protein, human)"
14085,25708657,forkhead transcription factors)
14086,24751115,"immunoglobulins, intravenous)"
14087,26437163,anti-inflammatory agents)
14087,26437163,antithyroid agents)
14087,26437163,immunosuppressive agents)
14087,26437163,propylthiouracil)
14087,26437163,prednisone)
14087,26437163,methylprednisolone)
14088,25273396,"antigens, cd20)"
14088,25273396,autoantibodies)
14088,25273396,immunologic factors)
14088,25273396,"receptors, thyrotropin)"
14088,25273396,rituximab)
14089,26325413,aggrecans)
14089,26325413,"antigens, cd)"
14089,26325413,biomarkers)
14089,26325413,hla-dr antigens)
14089,26325413,osteonectin)
14089,26325413,sox9 transcription factor)
14089,26325413,"sox9 protein, human)"
14089,26325413,osteocalcin)
14090,25178068,antithyroid agents)
14090,25178068,triiodothyronine)
14090,25178068,potassium iodide)
14090,25178068,methimazole)
14090,25178068,thyroxine)
14091,24460515,"immunoglobulins, thyroid-stimulating)"
14091,24460515,thyrotropin-binding inhibitory immunoglobulin)
14091,24460515,triiodothyronine)
14091,24460515,thyrotropin)
14091,24460515,thyroglobulin)
14091,24460515,iodide peroxidase)
14091,24460515,thyroxine)
14092,25154201,citrates)
14092,25154201,sodium citrate)
14093,25811727,coloring agents)
14093,25811727,lissamine green dyes)
14093,25811727,green 5)
14094,25518819,anti-inflammatory agents)
14094,25518819,"antibodies, antinuclear)"
14094,25518819,anticentromere antibody)
14094,25518819,prednisolone)
14095,26041458,antithyroid agents)
14095,26041458,autoantibodies)
14095,26041458,"immunoglobulins, thyroid-stimulating)"
14096,25366145,antithyroid agents)
14096,25366145,methimazole)
14096,25366145,propylthiouracil)
14097,25320726,antithyroid agents)
14097,25320726,protective agents)
14097,25320726,reactive oxygen species)
14098,25317659,autoantibodies)
14098,25317659,"immunoglobulins, thyroid-stimulating)"
14098,25317659,"receptors, thyrotropin)"
14099,24246346,autoantibodies)
14099,24246346,"receptors, thyrotropin)"
14099,24246346,sodium pertechnetate tc 99m)
14101,26116233,histones)
14101,26116233,creb-binding protein)
14101,26116233,"crebbp protein, human)"
14101,26116233,p300-cbp transcription factors)
14101,26116233,ec 3.5.1.
14101,26116233,"hdac1 protein, human)"
14101,26116233,"hdac2 protein, human)"
14101,26116233,histone deacetylase 1)
14101,26116233,histone deacetylase 2)
14102,24717588,"immunoglobulins, thyroid-stimulating)"
14102,24717588,iodine radioisotopes)
14102,24717588,methimazole)
14102,24717588,thyrotropin)
14102,24717588,propranolol)
14102,24717588,thyroxine)
14102,24717588,potassium)
14103,26087256,"antibodies, monoclonal)"
14103,26087256,"antibodies, monoclonal, humanized)"
14103,26087256,nf-kappa b)
14103,26087256,"rna, messenger)"
14103,26087256,tumor necrosis factor-alpha)
14103,26087256,thyrotropin)
14103,26087256,"receptor, igf type 1)"
14103,26087256,proto-oncogene proteins c-akt)
14103,26087256,teprotumumab)
14104,25275265,antithyroid agents)
14104,25275265,autoantibodies)
14104,25275265,"receptors, thyrotropin)"
14104,25275265,methimazole)
14104,25275265,propylthiouracil)
14104,25275265,thyrotropin)
14105,24978425,anti-inflammatory agents)
14105,24978425,"antibodies, monoclonal, humanized)"
14105,24978425,glucocorticoids)
14105,24978425,tumor necrosis factor-alpha)
14105,24978425,adalimumab)
14106,25514898,vitamins)
14106,25514898,vitamin d)
14107,26315358,anti-bacterial agents)
14107,26315358,antithyroid agents)
14107,26315358,immunologic factors)
14107,26315358,granulocyte colony-stimulating factor)
14107,26315358,methimazole)
14107,26315358,doxycycline)
14107,26315358,filgrastim)
14108,24446657,"il1rn protein, human)"
14108,24446657,interleukin 1 receptor antagonist protein)
14108,24446657,interleukin-1alpha)
14108,24446657,interleukin-1beta)
14108,24446657,thyrotropin)
14109,24549603,thyroid hormones)
14109,24549603,triiodothyronine)
14109,24549603,thyrotropin)
14109,24549603,thyroxine)
14110,25372590,potassium)
14111,25581962,adrenergic beta-antagonists)
14111,25581962,antithyroid agents)
14111,25581962,glucocorticoids)
14111,25581962,iodides)
14111,25581962,lugol's solution)
14112,25411513,cd40 antigens)
14112,25411513,interleukin-8)
14112,25411513,"receptors, thyrotropin)"
14113,25120331,methimazole)
14117,25803030,antithyroid agents)
14119,24670885,antithyroid agents)
14119,24670885,"immunoglobulins, thyroid-stimulating)"
14121,26361261,"receptors, thyrotropin)"
14122,25127106,"il6 protein, human)"
14122,25127106,interleukin-6)
14122,25127106,"tnf protein, human)"
14122,25127106,tumor necrosis factor-alpha)
14124,26113403,autoantibodies)
14124,26113403,biomarkers)
14124,26113403,"il7 protein, human)"
14124,26113403,interleukin-7)
14124,26113403,"receptors, interleukin-7)"
14124,26113403,"receptors, thyrotropin)"
14124,26113403,triiodothyronine)
14124,26113403,thyrotropin)
14124,26113403,thyroxine)
14125,25653477,b7 antigens)
14125,25653477,cd28 antigens)
14125,25653477,cd3 complex)
14125,25653477,cd40 antigens)
14125,25653477,ctla-4 antigen)
14125,25653477,"foxp3 protein, human)"
14125,25653477,forkhead transcription factors)
14125,25653477,"rna, messenger)"
14125,25653477,"receptors, antigen, t-cell)"
14125,25653477,cd40 ligand)
14126,25105999,"antibodies, blocking)"
14126,25105999,"antibodies, monoclonal)"
14126,25105999,"antibodies, monoclonal, murine-derived)"
14126,25105999,tumor necrosis factor-alpha)
14126,25105999,rituximab)
14126,25105999,"receptor, igf type 1)"
14127,25227853,cadherins)
14127,25227853,tenascin)
14127,25227853,casein kinase ii)
14127,25227853,"thyroid cancer, medullary"
14128,24878056,"antibodies, blocking)"
14128,24878056,"antibodies, monoclonal)"
14128,24878056,"antibodies, monoclonal, humanized)"
14128,24878056,"cxcl8 protein, human)"
14128,24878056,"il6 protein, human)"
14128,24878056,interleukin-6)
14128,24878056,interleukin-8)
14128,24878056,"rna, messenger)"
14128,24878056,insulin-like growth factor i)
14128,24878056,thyrotropin)
14128,24878056,"receptor, igf type 1)"
14128,24878056,proto-oncogene proteins c-akt)
14128,24878056,teprotumumab)
14129,25948770,autoantibodies)
14129,25948770,"receptors, thyrotropin)"
14130,25936345,cd40 antigens)
14130,25936345,ctla-4 antigen)
14131,24712973,"antibodies, viral)"
14131,24712973,immunoglobulin m)
14132,25661744,anti-inflammatory agents)
14132,25661744,glucocorticoids)
14132,25661744,methylprednisolone acetate)
14132,25661744,alanine transaminase)
14132,25661744,methylprednisolone)
14133,26162569,antithyroid agents)
14133,26162569,methimazole)
14134,24777217,antithyroid agents)
14134,24777217,histamine h1 antagonists)
14134,24777217,methimazole)
14134,24777217,diphenhydramine)
14135,26213859,antibodies)
14135,26213859,"foxo1 protein, human)"
14135,26213859,forkhead box protein o1)
14135,26213859,forkhead transcription factors)
14135,26213859,"receptors, thyrotropin)"
14135,26213859,insulin-like growth factor i)
14135,26213859,ec 2.7.1.
14136,25617714,"icam1 protein, human)"
14136,25617714,"mecp2 protein, human)"
14136,25617714,methyl-cpg-binding protein 2)
14136,25617714,"rna, messenger)"
14136,25617714,intercellular adhesion molecule-1)
14136,25617714,dna (cytosine-5-)-methyltransferase 1)
14136,25617714,dna (cytosine-5-)-methyltransferases)
14136,25617714,"dnmt1 protein, human)"
14137,25521221,immunologic factors)
14137,25521221,interferon-alpha)
14139,24467196,autoantibodies)
14139,24467196,"receptors, thyrotropin)"
14140,26390101,hypoglycemic agents)
14140,26390101,hypolipidemic agents)
14140,26390101,leptin)
14140,26390101,metreleptin)
14141,26372500,"biomarkers, tumor)"
14141,26372500,cd56 antigen)
14141,26372500,galectin 3)
14141,26372500,keratin-19)
14141,26372500,"ncam1 protein, human)"
14141,26372500,neoplasm proteins)
14142,25344140,antirheumatic agents)
14142,25344140,cytoskeletal proteins)
14142,25344140,interleukin 1 receptor antagonist protein)
14142,25344140,pyrin)
14142,25344140,colchicine)
14143,25214232,biomarkers)
14143,25214232,"immunoglobulins, thyroid-stimulating)"
