,PMID,Publication_type
26428,24971664,"research support, u.s. gov't, non-p.h.s."
26429,24610514,case reports
26430,24610514,journal article
26431,24502333,comparative study
26432,24502333,journal article
26433,25244551,journal article
26434,25244551,"research support, non-u.s. gov't"
26435,25188661,english abstract
26436,25188661,journal article
26437,25188661,review
26438,24566408,comparative study
26439,24566408,journal article
26440,25581953,journal article
26441,26188237,case reports
26442,26188237,journal article
26443,26188237,review
26444,25871842,journal article
26445,25871842,"research support, non-u.s. gov't"
26446,25574510,case reports
26447,25574510,journal article
26448,25494967,comparative study
26449,25494967,journal article
26450,25494967,randomized controlled trial
26451,25494967,"research support, non-u.s. gov't"
26452,25444029,case reports
26453,25444029,journal article
26454,25444029,"research support, non-u.s. gov't"
26455,26414885,comparative study
26456,26414885,journal article
26457,26257221,journal article
26458,26257221,observational study
26459,26257221,"research support, non-u.s. gov't"
26460,25596774,case reports
26461,25596774,journal article
26462,26059675,case reports
26463,26059675,journal article
26464,26555201,comment
26465,26555201,letter
26466,26555200,comment
26467,26555200,letter
26468,24461196,editorial
26469,24908991,journal article
26470,25400133,journal article
26471,24448234,comparative study
26472,24448234,journal article
26473,25138964,case reports
26474,25138964,journal article
26475,24447837,case reports
26476,24447837,journal article
26477,24447837,video-audio media
26478,26171621,editorial
26479,24728164,journal article
26480,24728164,observational study
26481,25880730,journal article
26482,25880730,"research support, non-u.s. gov't"
26483,25245864,case reports
26484,25245864,journal article
26485,24490999,journal article
26486,26505217,case reports
26487,26505217,journal article
26488,26505217,review
26489,25135760,journal article
26490,25135760,"research support, non-u.s. gov't"
26491,24776622,journal article
26492,24776622,"research support, non-u.s. gov't"
26493,24706350,journal article
26494,24706350,multicenter study
26495,26034958,case reports
26496,26034958,journal article
26497,25342186,case reports
26498,25342186,journal article
26499,25198394,journal article
26500,24941818,journal article
26501,25069073,comment
26502,25069073,letter
26503,25052965,journal article
26504,26530865,case reports
26505,26530865,journal article
26506,24697361,journal article
26507,24697361,meta-analysis
26508,24697361,"research support, non-u.s. gov't"
26509,26451909,comparative study
26510,26451909,journal article
26511,26558364,journal article
26512,26558364,multicenter study
26513,25535130,journal article
26514,25535130,review
26515,24646814,journal article
26516,24646814,"research support, non-u.s. gov't"
26517,26036890,journal article
26518,26036890,meta-analysis
26519,24767222,journal article
26520,26057319,case reports
26521,26057319,journal article
26522,25918012,letter
26523,25543543,journal article
26524,25543543,"research support, non-u.s. gov't"
26525,25069072,comment
26526,25069072,letter
26527,26278293,case reports
26528,26278293,journal article
26529,25431871,case reports
26530,25431871,journal article
26531,24867136,journal article
26532,24705115,case reports
26533,24705115,journal article
26534,26499253,journal article
26535,25998940,journal article
26536,25998940,"research support, non-u.s. gov't"
26537,25558015,journal article
26538,26289589,journal article
26539,26289589,"research support, non-u.s. gov't"
26540,25547583,letter
26541,25894310,journal article
26542,25894310,"research support, non-u.s. gov't"
26543,24420389,case reports
26544,24420389,journal article
26545,26299889,journal article
26546,24560831,case reports
26547,24560831,journal article
26548,26410084,case reports
26549,26410084,journal article
26550,26410084,review
26551,26574688,editorial
26552,26489117,english abstract
26553,26489117,journal article
26554,26421665,evaluation study
26555,26421665,journal article
26556,26421665,"research support, non-u.s. gov't"
26557,26312698,case reports
26558,26312698,journal article
26559,25679415,journal article
26560,25679415,"research support, non-u.s. gov't"
26561,25560705,journal article
26562,25560705,"research support, n.i.h., extramural"
26563,25560705,"research support, non-u.s. gov't"
26564,25560705,review
26565,25546977,journal article
26566,26845879,english abstract
26567,26845879,journal article
26568,26845879,review
26569,25573737,case reports
26570,25573737,letter
26571,25500789,journal article
26572,25500789,"research support, n.i.h., extramural"
26573,25500789,"research support, non-u.s. gov't"
26574,25140996,journal article
26575,26978871,comparative study
26576,26978871,journal article
26577,25475038,case reports
26578,25475038,english abstract
26579,25475038,journal article
26580,26080846,journal article
26581,25294349,journal article
26582,25294349,"research support, non-u.s. gov't"
26583,26154098,case reports
26584,26154098,journal article
26585,25825442,journal article
26586,25825442,"research support, n.i.h., extramural"
26587,25295614,journal article
26588,25295614,"research support, non-u.s. gov't"
26589,24372054,journal article
26590,25525866,journal article
26591,25775381,case reports
26592,25775381,journal article
26593,25226272,journal article
26594,25226272,"research support, non-u.s. gov't"
26595,25058606,journal article
26596,25058606,"research support, non-u.s. gov't"
26597,25692426,journal article
26598,26457540,journal article
26599,26457540,"research support, non-u.s. gov't"
26600,25382005,journal article
26601,25382005,"research support, non-u.s. gov't"
26602,24670080,journal article
26603,24670080,"research support, n.i.h., extramural"
26604,24670080,"research support, non-u.s. gov't"
26605,26240504,journal article
26606,26240504,"research support, non-u.s. gov't"
26607,24657976,journal article
26608,25963493,journal article
26609,25766047,journal article
26610,25766047,observational study
26611,25766047,"research support, non-u.s. gov't"
26612,25342622,journal article
26613,25342622,"research support, non-u.s. gov't"
26614,25028161,journal article
26615,25028161,"research support, non-u.s. gov't"
26616,24627146,journal article
26617,24627146,"research support, non-u.s. gov't"
26618,26313899,journal article
26619,26313899,"research support, non-u.s. gov't"
26620,26313899,review
26621,26568003,case reports
26622,26568003,journal article
26623,26061160,journal article
26624,26061160,"research support, non-u.s. gov't"
26625,25892161,journal article
26626,25068172,journal article
26627,25068172,meta-analysis
26628,25068172,review
26629,25068172,systematic review
26630,24767223,evaluation study
26631,24767223,journal article
26632,24767223,"research support, non-u.s. gov't"
26633,24472020,journal article
26634,26671690,case reports
26635,26671690,journal article
26636,25557443,editorial
26637,25142080,case reports
26638,25142080,journal article
26639,24663219,comment
26640,24663219,journal article
26641,24586183,journal article
26642,24586183,meta-analysis
26643,24586183,"research support, n.i.h., extramural"
26644,24586183,"research support, non-u.s. gov't"
26645,25576458,journal article
26646,24486115,english abstract
26647,24486115,journal article
26648,24444387,letter
26649,24325626,journal article
26650,26321629,journal article
26651,26321629,"research support, non-u.s. gov't"
26652,24742542,journal article
26653,24742542,"research support, non-u.s. gov't"
26654,25612339,comment
26655,25612339,editorial
26656,24801484,journal article
26657,24801484,"research support, non-u.s. gov't"
26658,25414214,case reports
26659,25414214,journal article
26660,24583420,journal article
26661,24583420,"research support, non-u.s. gov't"
26662,24583420,review
26663,25770161,journal article
26664,25061884,journal article
26665,25061884,"research support, non-u.s. gov't"
26666,25633511,journal article
26667,24531978,case reports
26668,24531978,letter
26669,26117640,journal article
26670,25223473,case reports
26671,25223473,journal article
26672,25223473,"research support, non-u.s. gov't"
26673,25404437,comparative study
26674,25404437,journal article
26675,25759125,journal article
26676,26089587,journal article
26677,25971674,journal article
26678,24417307,journal article
26679,24714170,case reports
26680,24714170,journal article
26681,24721350,english abstract
26682,24721350,journal article
26683,24721350,"research support, non-u.s. gov't"
26684,25151553,journal article
26685,25937486,case reports
26686,25937486,journal article
26687,25647292,case reports
26688,25647292,letter
26689,25585304,journal article
26690,25212835,journal article
26691,24989709,journal article
26692,24492732,comparative study
26693,24492732,journal article
26694,25575007,journal article
26695,25575007,review
